gvkey,iid,datadate,cshoc,prccd
064655,03C,20201209,859145000.0000,44.6500
064655,03C,20201210,859145000.0000,43.9700
064655,03C,20201211,859145000.0000,43.9300
064655,03C,20201214,859145000.0000,44.6500
064655,03C,20201215,859145000.0000,44.7900
064655,03C,20201216,859145000.0000,44.6700
064655,03C,20201217,859145000.0000,45.1600
064655,03C,20201218,859145000.0000,44.8200
064655,03C,20201221,859145000.0000,44.8900
064655,03C,20201222,859145000.0000,44.5800
064655,03C,20201223,859145000.0000,44.2200
064655,03C,20201224,859145000.0000,44.6200
064655,03C,20201229,859145000.0000,44.5300
064655,03C,20201230,859145000.0000,43.9800
064655,03C,20201231,859145000.0000,43.3800
